,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
2069,Nova Scotia,1987-01,2016A000212,"Index, 201612=100",units,51.0,52.7,51.5,,,,,,,,,,,,,,,,,Persons,unit,3257.0,10771.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",220.06667,185.1,253.25,34.95,410.31668,33.183334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",50.433334,58.35,12.766666,,,,,Percent,unit,,Cents per litre,units,,,,,51.2000007629,,Persons,units,-411.0,9.25,,,,,10.5,,,,,,9.25,,,,,,51.662525177
2070,Quebec,2006-12,2016A000224,"Index, 201612=100",units,83.8,76.2,81.5,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.58,,,,,,,,,,,,,Persons,unit,376237.0,709854.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2417.4666,2006.4333,2607.6,411.05,3847.8,190.15,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.466667,64.61667,7.866667,Number,unit,"Total of all violations-Rate per 100,000 population",511.06,Percent,unit,2.1,Cents per litre,units,98.8499984741,98.4000015259,103.400001526,102.349998474,97.1000022888,95.6000022888,,,,6.32,3.90894736842,3.87894736842,6.42,3.86578947368,6.46,3.90368421053,3.96631578947,4.5,4.25332105263,4.25,6.0,-2.4,-11.2,-6.8,17.0,65.2,81.6488037109
2071,Ontario,1992-06,2016A000235,"Index, 201612=100",units,45.4,79.6,54.6,,,,,,,,,,,,,,,,,Persons,unit,2935390.0,5753302.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3140.7,2613.25,3510.3167,527.4667,5038.0166,369.61667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.866665,65.38333,11.283334,,,,,Percent,unit,1.9,Cents per litre,units,,,64.133333842,63.2333335876,56.8333333333,56.2666664124,,,,7.5,,,,,9.63,,,,,,7.0,22.0,12.9,17.5,35.4,0.0,54.6348762512
2072,Manitoba,1998-02,2016A000246,"Index, 201612=100",units,47.1,34.6,43.4,,,,,,,,,,,,,,,,,Persons,unit,82800.0,135459.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",336.66666,273.95,356.58334,62.75,514.4,19.916666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.283333,65.38333,6.1833334,Number,unit,"Total of all violations-Rate per 100,000 population",963.78,Percent,unit,1.6,Cents per litre,units,52.9000015259,52.2000007629,61.7000007629,60.2000007629,52.0,50.9000015259,,,,6.4,,,,,6.85,,,,,,6.5,-2.1,-8.1,-5.1,15.4,1.6,43.3318099976
2073,Saskatchewan,1991-04,2016A000247,"Index, 201612=100",units,33.1,33.4,33.2,,,,,,,,,,,,,,,,,Persons,unit,87398.0,101447.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",286.61667,224.58333,309.41666,62.016666,444.15,22.833334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.183334,66.53333,7.85,,,,,Percent,unit,3.8,Cents per litre,units,52.1499996185,52.6500015259,52.9500007629,52.6499996185,47.5,47.0500011444,Persons,units,-1917.0,10.75,,,,,11.25,,,,,,10.75,12.4,0.3,6.4,51.2,8.0,33.1617279053
2074,Alberta,2007-07,2016A000248,"Index, 201612=100",units,106.7,97.0,103.4,,,,,,,,,,,,,,,,,Persons,unit,145818.0,345465.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1266.7167,1075.2833,1308.1,191.43333,1711.7333,41.383335,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",70.066666,72.61667,3.4166667,Number,unit,"Total of all violations-Rate per 100,000 population",837.97,Percent,unit,2.2,Cents per litre,units,90.2000007629,90.4000015259,118.799999237,117.75,108.549999237,107.299999237,Persons,units,8376.0,7.05,4.64681818182,4.64363636364,7.3,4.61318181818,7.24,4.59909090909,4.58954545455,4.6847826087,4.44548571429,4.4347826087,6.2,,,,,,100.734611511
2075,Alberta,2012-01,2016A000248,"Index, 201612=100",units,93.2,93.2,93.2,,,,,Dollars,unit,Average expenditure per household,154.58,704.83,1616.75,10.58,550.67,1430.25,290.0,1608.42,8115.58,Persons,unit,268160.0,333880.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1362.3833,1156.4,1430.25,205.98334,1883.7,67.88333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",68.73333,72.55,5.3,Number,unit,"Total of all violations-Rate per 100,000 population",683.62,Percent,unit,1.9,Cents per litre,units,116.699996948,115.799999237,116.200000763,116.799999237,103.300003052,103.599998474,Persons,units,17948.0,3.5,0.985,1.025,4.05,1.31045454545,5.29,1.53318181818,1.98272727273,1.25,0.998461904762,1.0,3.0,,,,,,93.0186233521
2076,Nova Scotia,1986-09,2016A000212,"Index, 201612=100",units,50.5,52.7,51.1,,,,,,,,,,,,,,,,,Persons,unit,6085.0,62266.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",221.18333,186.78334,252.76666,34.383335,409.26666,31.6,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.0,58.433334,11.75,,,,,Percent,unit,,Cents per litre,units,,,,,48.5,,,,,9.75,,,,,11.25,,,,,,9.75,,,,,,51.0843887329
2077,Nova Scotia,2013-11,2016A000212,"Index, 201612=100",units,98.3,98.3,98.2,,,,,Dollars,unit,Average expenditure per household,87.83,583.25,952.0,8.33,304.58,1031.92,216.67,1121.75,5732.92,Persons,unit,10412.0,16951.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",285.75,232.98334,311.23334,52.783333,475.41666,25.466667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.0,64.03333,9.3,Number,unit,"Total of all violations-Rate per 100,000 population",534.53,Percent,unit,1.5,Cents per litre,units,,133.600006104,,135.0,,126.300003052,,,,3.14,1.11,1.224,3.95,1.773,5.34,2.0815,2.5585,1.25,1.00199,1.0,3.0,,,,,,98.0994491577
2078,Quebec,2001-11,2016A000224,"Index, 201612=100",units,63.2,57.2,61.4,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,284930.0,628956.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2222.5166,1860.1333,2425.9167,362.36667,3661.6,203.41667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.416668,62.133335,9.333333,Number,unit,"Total of all violations-Rate per 100,000 population",529.3,Percent,unit,2.1,Cents per litre,units,68.9499969482,68.2000007629,72.2000007629,69.2000007629,64.4000015259,62.7000007629,,,,4.6,3.37,3.89,5.75,4.68,6.85,5.1,5.36,2.5,,2.25,4.0,4.6,-3.5,0.6,25.8,63.9,61.6105270386
2079,Quebec,2009-11,2016A000224,"Index, 201612=100",units,93.7,87.4,91.6,,,,,,,,,,,,,,,,,Persons,unit,392977.0,622272.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2476.05,2051.3833,2693.6333,424.68332,3983.6833,217.6,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.166668,64.933334,8.883333,Number,unit,"Total of all violations-Rate per 100,000 population",485.98,Percent,unit,2.1,Cents per litre,units,101.949996948,102.0,112.25,111.350002289,104.299999237,103.5,,,,3.72,1.2919047619,1.76523809524,4.37,2.58238095238,5.74,2.88619047619,3.38571428571,0.5,0.242805,0.25,2.25,5.4,-3.1,1.2,62.3,1.8,91.2208862305
2080,Ontario,1986-12,2016A000235,"Index, 201612=100",units,40.1,47.8,43.1,,,,,,,,,,,,,,,,,Persons,unit,1229818.0,2967169.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3001.0166,2523.9333,3210.6833,477.11667,4550.6333,209.66667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.216667,66.833336,6.75,,,,,Percent,unit,,Cents per litre,units,,,,,44.566666921,,,,,9.75,,,,,11.0,,,,,,9.75,2.3,-1.6,0.4,80.5,23.0,43.4209136963
2081,Ontario,1994-02,2016A000235,"Index, 201612=100",units,44.4,77.8,53.1,,,,,,,,,,,,,,,,,Persons,unit,1846980.0,3251311.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3149.8333,2577.8,3510.7666,572.0833,5138.5166,360.91666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.716667,63.75,10.95,,,,,Percent,unit,1.4,Cents per litre,units,,,60.0666656494,58.9000002543,51.5666656494,51.3000005086,,,,5.75,,,,,7.25,,,,,,5.5,-2.8,-9.2,-6.0,0.0,33.2,53.4076156616
2082,Ontario,2007-03,2016A000235,"Index, 201612=100",units,70.0,88.1,75.4,,,,,,,,,,,,,,,,,Persons,unit,2358002.0,3840407.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4159.1,3458.3,4436.5166,700.8333,6302.7334,277.41666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.15,66.8,6.9166665,Number,unit,"Total of all violations-Rate per 100,000 population",474.63,Percent,unit,2.1,Cents per litre,units,,,114.133333842,112.066668193,102.933334351,101.233332316,,,,6.4,3.95,3.93545454545,6.5,3.94681818182,6.49,3.98090909091,4.04590909091,4.5,4.23000909091,4.25,6.0,,,,,,75.2512130737
2083,Ontario,2011-11,2016A000235,"Index, 201612=100",units,82.3,91.4,85.3,,,,,Dollars,unit,Average expenditure per household,129.33,649.92,1125.58,5.83,444.33,1312.42,281.25,1406.67,6427.08,Persons,unit,2321611.0,3462965.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4250.4165,3480.65,4607.067,769.76666,6669.0835,356.65,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.333332,66.0,8.516666,Number,unit,"Total of all violations-Rate per 100,000 population",399.7,Percent,unit,1.9,Cents per litre,units,,,136.600001017,135.166671753,123.966667175,121.533332825,,,,3.5,0.933333333333,1.05428571429,4.05,1.39428571429,5.29,1.66476190476,2.12238095238,1.25,0.999838095238,1.0,3.0,,,,,,84.8117446899
2084,Ontario,2015-11,2016A000235,"Index, 201612=100",units,92.6,96.7,93.9,,,,,Dollars,unit,Average expenditure per household,163.5,706.25,1296.75,7.25,461.67,1449.83,334.0,1599.75,7114.92,Persons,unit,1989873.0,3181100.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4416.25,3656.8333,4734.3667,759.45,6967.4834,318.11667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.383335,65.26667,7.5666666,Number,unit,"Total of all violations-Rate per 100,000 population",333.13,Percent,unit,1.8,Cents per litre,units,,,,122.899998983,,106.766667684,,,,3.14,0.6265,0.6705,3.39,0.947,4.64,1.2565,1.6335,0.75,0.499145,0.5,2.7,,,,,,93.9171905518
2085,Manitoba,1992-09,2016A000246,"Index, 201612=100",units,41.2,33.2,38.9,,,,,,,,,,,,,,,,,Persons,unit,155411.0,220596.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",315.68332,250.93333,347.15,64.75,504.03333,31.45,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.766666,65.183334,9.7,,,,,Percent,unit,2.0,Cents per litre,units,47.0999984741,46.9000015259,59.9000015259,58.7999992371,53.4000015259,52.7000007629,,,,6.25,,,,,8.5,,,,,,6.25,14.2,4.9,9.6,71.2,0.0,38.8045578003
2086,Manitoba,1996-04,2016A000246,"Index, 201612=100",units,45.5,35.1,42.4,,,,,,,,,,,,,,,,,Persons,unit,104882.0,162820.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",328.41666,263.45,352.8,64.98333,511.3,24.383333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.333332,65.26667,7.2166667,,,,,Percent,unit,1.4,Cents per litre,units,48.5999984741,49.0999984741,66.5,65.6999969482,57.7000007629,56.9000015259,Persons,units,395.0,6.5,,,,,8.5,,,,,,6.5,3.2,-8.7,-2.7,5.2,15.0,42.3348846436
2087,Saskatchewan,1991-11,2016A000247,"Index, 201612=100",units,33.5,33.3,33.5,,,,,,,,,,,,,,,,,Persons,unit,82545.0,97521.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",286.58334,222.55,307.93332,64.01667,443.11667,21.366667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.283333,66.21667,7.1666665,,,,,Percent,unit,2.8,Cents per litre,units,48.7000007629,48.8000011444,56.7000007629,57.0499992371,51.0500011444,51.2000007629,,,,8.75,,,,,9.9,,,,,,8.5,-0.4,-10.0,-5.2,2.0,5.0,33.2683258057
2088,Saskatchewan,2004-05,2016A000247,"Index, 201612=100",units,49.4,44.8,48.0,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,21532.0,45290.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",303.46667,248.91667,318.18332,54.55,452.26666,14.716666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.866665,67.26667,5.0333333,Number,unit,"Total of all violations-Rate per 100,000 population",1394.91,Percent,unit,2.0,Cents per litre,units,,70.8999977112,100.0,101.650001526,92.2000007629,90.5,,,,4.53,2.97095238095,3.55761904762,5.73,3.91333333333,6.39,4.35047619048,4.77285714286,2.25,1.99798,2.0,3.75,15.6,2.1,8.9,56.1,7.0,47.96717453
2089,Alberta,1990-05,2016A000248,"Index, 201612=100",units,37.8,35.8,37.2,,,,,,,,,,,,,,,,,Persons,unit,82150.0,140462.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",803.85,678.98334,860.2,124.85,1159.9166,56.366665,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.333336,69.13333,6.95,,,,,Percent,unit,3.5,Cents per litre,units,42.6999988556,42.9500007629,56.3999996185,56.5499992371,52.75,52.4000015259,,,,14.25,,,,,14.25,,,,,,14.75,,,,,,37.4853782654
2090,Alberta,1994-08,2016A000248,"Index, 201612=100",units,39.0,39.0,38.7,,,,,,,,,,,,,,,,,Persons,unit,111708.0,256213.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",844.25,688.15,919.7833,156.11667,1245.1,75.51667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.333332,68.316666,8.9,,,,,Percent,unit,1.1,Cents per litre,units,43.5,43.4000015259,59.0,56.8999996185,50.6000003815,50.3500003815,,,,8.45,,,,,10.25,,,,,,7.25,,,,,,38.6571731567
2091,Alberta,2002-03,2016A000248,"Index, 201612=100",units,51.5,45.5,49.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.83,,,,,,,,,,,,,Persons,unit,104438.0,188592.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1048.7667,870.9,1103.5834,177.88333,1478.85,54.8,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.916664,69.85,5.516667,Number,unit,"Total of all violations-Rate per 100,000 population",843.03,Percent,unit,2.1,Cents per litre,units,53.3999996185,52.0500011444,71.5499992371,69.75,61.75,60.0500011444,,,,5.3,4.5,4.62,6.6,5.28,7.3,5.58,5.79,2.25,,2.0,3.75,,,,,,48.8548126221
2092,British Columbia,1991-06,2016A000259,"Index, 201612=100",units,94.1,70.1,82.9,,,,,,,,,,,,,,,,,Persons,unit,1618666.0,2301029.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1005.5333,818.7833,1112.4,186.71666,1600.5333,106.88333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.95,65.73333,10.183333,,,,,Percent,unit,3.6,Cents per litre,units,53.25,53.0999984741,61.75,61.0,55.8999996185,55.5500011444,,,,10.0,,,,,11.25,,,,,,9.75,15.8,9.5,12.7,113.3,0.0,83.0092086792
2093,British Columbia,2007-06,2016A000259,"Index, 201612=100",units,102.5,97.9,100.3,,,,,,,,,,,,,,,,,Persons,unit,695926.0,1681160.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1402.5167,1122.55,1464.8,279.96667,2137.0833,62.283333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.75,65.816666,4.5833335,Number,unit,"Total of all violations-Rate per 100,000 population",979.39,Percent,unit,2.2,Cents per litre,units,100.650001526,99.0500030518,124.700000763,123.0,113.649997711,111.600002289,,,,7.0,4.6580952381,4.67142857143,7.29,4.64333333333,7.23,4.63142857143,4.61285714286,4.5,4.2504952381,4.25,6.0,,,,,,99.7527160645
2094,British Columbia,2015-05,2016A000259,"Index, 201612=100",units,91.9,99.2,94.2,,,,,Dollars,unit,Average expenditure per household,159.33,764.0,1182.75,10.75,563.33,1466.92,354.5,1660.17,7142.67,Persons,unit,1288004.0,2095380.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1461.1,1165.3667,1552.7167,295.75,2353.4,91.6,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.7,63.95,6.65,Number,unit,"Total of all violations-Rate per 100,000 population",729.82,Percent,unit,1.6,Cents per litre,units,,124.549999237,,144.5,,128.799999237,,,,2.89,0.6695,0.6905,3.39,1.0415,4.64,1.4105,1.744,1.0,0.734615,0.75,2.85,,,,,,94.1544723511
2095,British Columbia,2016-03,2016A000259,"Index, 201612=100",units,96.8,99.2,97.4,,,,,Dollars,unit,Average expenditure per household,150.0,761.58,1193.83,7.25,529.33,1439.58,364.5,1617.17,7153.75,Persons,unit,1067599.0,1599803.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1500.9833,1191.1,1599.7833,309.88333,2378.8167,98.816666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.0,65.46667,6.8,Number,unit,"Total of all violations-Rate per 100,000 population",722.48,Percent,unit,1.7,Cents per litre,units,,96.2999992371,,126.300003052,,109.400001526,,,,3.14,0.543636363636,0.54,3.39,0.714090909091,4.64,1.05772727273,1.26818181818,0.75,0.498636363636,0.5,2.7,,,,,,97.2168884277
2096,Quebec,2013-04,2016A000224,"Index, 201612=100",units,98.2,98.4,98.2,,,,,Dollars,unit,Average expenditure per household,67.92,657.67,1004.83,7.75,317.83,979.17,251.75,1067.58,5699.75,Persons,unit,693465.0,950612.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2590.15,2125.45,2798.5667,464.7,4116.6,208.41667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.65,66.11667,8.266666,Number,unit,"Total of all violations-Rate per 100,000 population",391.76,Percent,unit,1.6,Cents per litre,units,,138.449996948,,144.900001526,,134.199996948,Persons,units,11670.0,3.0,0.958636363636,1.045,3.55,1.21090909091,5.14,1.44636363636,1.74863636364,1.25,1.00444090909,1.0,3.0,8.2,-4.1,2.0,38.8,16.9,98.207862854
2097,Ontario,1991-01,2016A000235,"Index, 201612=100",units,47.3,86.7,58.2,,,,,,,,,,,,,,,,,Persons,unit,2433838.0,3781828.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3203.1167,2663.7,3494.4834,539.4,4926.15,291.38333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.833332,66.75,8.533334,,,,,Percent,unit,3.9,Cents per litre,units,,,69.5,68.0333328247,64.1333325704,62.8000017802,Persons,units,27099.0,11.75,,,,,12.0,,,,,,12.25,-1.0,-6.8,-3.9,12.4,32.8,59.6631126404
2098,Manitoba,1989-07,2016A000246,"Index, 201612=100",units,39.9,32.7,38.0,,,,,,,,,,,,,,,,,Persons,unit,214577.0,354572.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",324.68332,265.03333,347.68332,59.666668,499.63333,23.016666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.65,66.3,6.883333,,,,,Percent,unit,,Cents per litre,units,,,,,51.2000007629,,Persons,units,-2751.0,12.75,,,,,11.75,,,,,,13.5,25.8,13.7,19.8,13.1,0.0,38.0197525024
2099,Manitoba,1996-05,2016A000246,"Index, 201612=100",units,45.6,35.1,42.5,,,,,,,,,,,,,,,,,Persons,unit,110520.0,188187.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",328.86667,261.61667,354.48334,67.23333,511.53333,25.633333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.283333,65.566666,7.9333334,,,,,Percent,unit,1.4,Cents per litre,units,49.9000015259,50.4000015259,69.8000030518,68.8000030518,60.9000015259,59.7000007629,,,,6.5,,,,,8.5,,,,,,6.5,11.8,0.1,6.0,45.6,0.0,42.4175224304
2100,Alberta,1987-09,2016A000248,"Index, 201612=100",units,30.2,24.0,28.4,,,,,,,,,,,,,,,,,Persons,unit,68494.0,137710.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",751.88336,625.88336,827.36664,125.98333,1111.7833,75.51667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.05,69.7,9.4,,,,,Percent,unit,,Cents per litre,units,,,,,46.0,,,,,10.75,,,,,12.0,,,,,,10.0,,,,,,28.2273273468
2101,Alberta,1988-01,2016A000248,"Index, 201612=100",units,30.9,25.3,29.3,,,,,,,,,,,,,,,,,Persons,unit,72658.0,102755.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",761.18335,636.1667,829.85,125.03333,1116.1167,68.666664,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.483334,69.566666,8.6,,,,,Percent,unit,,Cents per litre,units,,,,,43.7000007629,,Persons,units,872.0,10.25,,,,,11.75,,,,,,9.75,,,,,,28.7441291809
2102,Alberta,1994-06,2016A000248,"Index, 201612=100",units,39.0,39.0,38.7,,,,,,,,,,,,,,,,,Persons,unit,70525.0,198467.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",837.0333,683.11664,923.1667,153.91667,1242.0,86.13333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.133335,69.01667,10.133333,,,,,Percent,unit,1.2,Cents per litre,units,43.8499984741,42.4000015259,56.2999992371,55.8500003815,48.5,48.1000003815,,,,8.95,,,,,10.75,,,,,,8.0,,,,,,38.5421714783
2103,Alberta,2001-07,2016A000248,"Index, 201612=100",units,49.2,44.9,47.5,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.0,,,,,,,,,,,,,Persons,unit,109736.0,321084.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1032.0167,848.15,1080.5333,183.86667,1453.1167,48.516666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",66.03333,69.5,4.9,Number,unit,"Total of all violations-Rate per 100,000 population",835.98,Percent,unit,2.0,Cents per litre,units,63.6000003815,63.6500015259,73.2000007629,72.0999984741,63.7000007629,62.5999984741,Persons,units,12952.0,6.45,4.73,5.19,7.3,5.36,7.75,5.64,5.76,4.5,,4.25,6.0,,,,,,47.3010025024
